sample_pair,feature,type,assigned_value,u_char,u_homo,u_lts,u_c,u_k,platform
Y/P,O75344,informative,0.971,0.009,NA,NA,0.009,0.017,SomaScan
M/P,Q16799,informative,0.968,0.009,NA,NA,0.009,0.017,SomaScan
X/P,O95372,certified,0.911,0.009,NA,NA,0.009,0.017,SomaScan
F/P,O75106,informative,1.043,0.009,NA,NA,0.009,0.017,SomaScan
M/P,Q99727,informative,0.963,0.009,NA,NA,0.009,0.017,SomaScan
X/P,O60279,informative,0.931,0.009,NA,NA,0.009,0.017,SomaScan
M/P,P22455,certified,1.226,0.009,NA,NA,0.009,0.017,SomaScan
M/P,O75475,informative,1.163,0.009,NA,NA,0.009,0.017,SomaScan
Y/P,Q15058,informative,0.952,0.009,NA,NA,0.009,0.017,SomaScan
Y/P,P63173,informative,1.034,0.009,NA,NA,0.009,0.017,SomaScan
F/P,Q9NRX3,certified,1.009,0.009,NA,NA,0.009,0.017,SomaScan
X/P,Q12912,informative,1.007,0.009,NA,NA,0.009,0.017,SomaScan
X/P,Q8IVY1,certified,1.049,0.009,NA,NA,0.009,0.017,SomaScan
F/P,Q9GZV9,certified,0.899,0.009,NA,NA,0.009,0.017,SomaScan
M/P,Q9UKZ1,informative,1.051,0.009,NA,NA,0.009,0.017,SomaScan
X/P,P22676,informative,0.975,0.009,NA,NA,0.009,0.017,SomaScan
F/P,P52945,informative,0.967,0.009,NA,NA,0.009,0.017,SomaScan
X/P,Q9NZI8,informative,1.039,0.009,NA,NA,0.009,0.017,SomaScan
M/P,Q9H1P3,informative,0.974,0.009,NA,NA,0.009,0.017,SomaScan
M/P,Q9BRF8,informative,1.107,0.009,NA,NA,0.009,0.017,SomaScan
F/P,Q8NEY4,informative,1.011,0.009,NA,NA,0.009,0.017,SomaScan
F/P,Q9Y6E0,informative,1.028,0.009,NA,NA,0.009,0.017,SomaScan
X/P,O00515,informative,1.046,0.009,NA,NA,0.009,0.017,SomaScan
Y/P,Q9BQE5,certified,1.042,0.009,NA,NA,0.009,0.017,SomaScan
F/P,Q107X0,informative,0.963,0.009,NA,NA,0.009,0.017,SomaScan
X/P,Q16656,informative,1.013,0.009,NA,NA,0.009,0.017,SomaScan
Y/P,Q92541,informative,1.006,0.009,NA,NA,0.009,0.017,SomaScan
X/P,O14893,informative,1.014,0.009,NA,NA,0.009,0.017,SomaScan
X/P,Q99941,informative,0.959,0.009,NA,NA,0.009,0.017,SomaScan
M/P,O14967,informative,0.965,0.009,NA,NA,0.009,0.017,SomaScan
X/P,Q9H7M9,informative,0.999,0.009,NA,NA,0.009,0.017,SomaScan
M/P,P29508,certified,1.087,0.009,NA,NA,0.009,0.017,SomaScan
M/P,O00488,informative,0.924,0.009,NA,NA,0.009,0.017,SomaScan
X/P,Q02083,informative,0.936,0.009,NA,NA,0.009,0.017,SomaScan
M/P,Q9BYU1,informative,0.975,0.009,NA,NA,0.009,0.017,SomaScan
F/P,Q86YV9,informative,0.971,0.009,NA,NA,0.009,0.017,SomaScan
Y/P,Q8N806,informative,1.016,0.009,NA,NA,0.009,0.017,SomaScan
M/P,Q96MZ0,informative,0.925,0.009,NA,NA,0.009,0.017,SomaScan
F/P,Q8IY57,informative,0.999,0.009,NA,NA,0.009,0.017,SomaScan
M/P,Q07960,informative,0.929,0.009,NA,NA,0.009,0.017,SomaScan
Y/P,Q99759,informative,0.981,0.009,NA,NA,0.009,0.017,SomaScan
Y/P,P50583,informative,1.039,0.009,NA,NA,0.009,0.017,SomaScan
Y/P,P20333,informative,1.016,0.009,NA,NA,0.009,0.017,SomaScan
X/P,Q96C86,informative,0.957,0.009,NA,NA,0.009,0.017,SomaScan
X/P,O94907,informative,1.013,0.009,NA,NA,0.009,0.017,SomaScan
M/P,Q9H227,informative,0.953,0.009,NA,NA,0.009,0.017,SomaScan
F/P,O95139,informative,1.034,0.009,NA,NA,0.009,0.017,SomaScan
Y/P,Q96JH7,informative,0.983,0.009,NA,NA,0.009,0.017,SomaScan
Y/P,Q6UWN8,informative,1.042,0.009,NA,NA,0.009,0.017,SomaScan
M/P,Q9NS91,informative,1.021,0.009,NA,NA,0.009,0.017,SomaScan
F/P,P28328,informative,0.996,0.009,NA,NA,0.009,0.017,SomaScan
M/P,Q6NW29,informative,1.118,0.009,NA,NA,0.009,0.017,SomaScan
X/P,P23515,informative,1.078,0.009,NA,NA,0.009,0.017,SomaScan
M/P,A8MVW0,informative,0.999,0.009,NA,NA,0.009,0.017,SomaScan
X/P,Q9P286,informative,1.007,0.009,NA,NA,0.009,0.017,SomaScan
Y/P,P10915,informative,0.933,0.009,NA,NA,0.009,0.017,SomaScan
X/P,P19961,informative,1.043,0.009,NA,NA,0.009,0.017,SomaScan
M/P,Q6UWY5,informative,0.973,0.009,NA,NA,0.009,0.017,SomaScan
Y/P,Q8TDQ1,informative,1.088,0.009,NA,NA,0.009,0.017,SomaScan
M/P,P51828,certified,1.268,0.009,NA,NA,0.009,0.017,SomaScan
M/P,Q92871,informative,1.068,0.009,NA,NA,0.009,0.017,SomaScan
X/P,P07306,informative,1.001,0.009,NA,NA,0.009,0.017,SomaScan
Y/P,P10321,informative,0.989,0.009,NA,NA,0.009,0.017,SomaScan
X/P,P14174,certified,1.105,0.009,NA,NA,0.009,0.017,SomaScan
Y/P,P11279,informative,0.987,0.009,NA,NA,0.009,0.017,SomaScan
M/P,Q93096,informative,0.996,0.009,NA,NA,0.009,0.017,SomaScan
X/P,P21709,informative,0.990,0.009,NA,NA,0.009,0.017,SomaScan
F/P,Q9BQL6,informative,0.934,0.009,NA,NA,0.009,0.017,SomaScan
M/P,P61970,informative,0.957,0.009,NA,NA,0.009,0.017,SomaScan
M/P,P14384,informative,1.003,0.009,NA,NA,0.009,0.017,SomaScan
F/P,Q9BQQ3,informative,1.047,0.009,NA,NA,0.009,0.018,SomaScan
X/P,O60662,informative,0.976,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P20815,certified,0.533,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,P50895,informative,0.952,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q9NXL2,informative,0.995,0.009,NA,NA,0.009,0.018,SomaScan
X/P,O94851,informative,1.107,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P25025,informative,1.022,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9HC23,informative,1.016,0.009,NA,NA,0.009,0.018,SomaScan
M/P,A0A075B759,informative,1.028,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q02156,informative,0.963,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q15124,informative,1.097,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q96MP8,informative,1.013,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q8NFY4,informative,1.006,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9Y6X2,certified,0.795,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q8TD55,informative,0.915,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P03951,informative,1.006,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P49675,informative,1.012,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q8IVD9,informative,0.986,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9H488,informative,0.982,0.009,NA,NA,0.009,0.018,SomaScan
X/P,O00115,informative,0.986,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P02100,informative,1.010,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q02985,informative,0.987,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q8NA54,informative,0.982,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9NY37,informative,1.031,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9UJ72,informative,0.992,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q92843,informative,0.977,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q5K130,informative,0.991,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9BXA7,informative,1.132,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q3KNT9,certified,1.094,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P54108,informative,1.080,0.009,NA,NA,0.009,0.018,SomaScan
M/P,O75843,informative,1.098,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P14921,certified,1.099,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9HBW1,informative,1.015,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q96EM0,informative,1.037,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q5BKU9,informative,0.922,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q9BV79,informative,1.001,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9H3Q1,informative,1.000,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9BRP8,informative,0.956,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q02779,informative,1.097,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q9BVK6,informative,1.021,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9HAB8,informative,0.979,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9Y2H2,informative,0.994,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q6P1R3,certified,0.944,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P10515,informative,0.988,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P26572,informative,1.046,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P49662,informative,0.987,0.009,NA,NA,0.009,0.018,SomaScan
F/P,O43815,informative,1.009,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9HD43,certified,1.142,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,P68106,informative,1.098,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q96HN2,certified,0.836,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q86YD5,certified,1.111,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P50749,informative,1.008,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q13049,informative,1.007,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9HCL2,informative,0.993,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q15782,informative,1.007,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P15090,informative,1.006,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q7Z6I8,informative,0.991,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q8TB03,informative,1.076,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P29373,informative,0.957,0.009,NA,NA,0.009,0.018,SomaScan
M/P,O95236,informative,1.095,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9BUB4,informative,0.912,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P42768,informative,0.992,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,O14828,informative,0.971,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q2UY09,informative,1.013,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q96LR5,informative,1.086,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9P287,certified,1.101,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9BYF1,informative,1.056,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9Y6U3,informative,1.012,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q9HD40,informative,1.019,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P47874,informative,0.983,0.009,NA,NA,0.009,0.018,SomaScan
F/P,O60469,informative,1.032,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q969V5,informative,0.923,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P15056,informative,1.018,0.009,NA,NA,0.009,0.018,SomaScan
F/P,O94898,informative,0.995,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9UNA3,informative,1.128,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q8IYS5,informative,1.012,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P09874,informative,1.026,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9ULC4,informative,0.986,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P20711,informative,0.997,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q86U44,informative,0.993,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q99747,informative,1.110,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q99954,informative,1.009,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q16378,informative,0.999,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q6PI97,informative,0.969,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9ULV5,informative,0.979,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q96LJ8,informative,1.014,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q75N90,informative,1.005,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q99466,informative,1.012,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q6ZN04,informative,0.999,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P02771,informative,1.024,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9HCM3,informative,1.041,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9UJA5,informative,0.997,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P23677,informative,1.013,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q5VZ66,certified,1.237,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q10567,informative,0.948,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9UBP8,informative,0.961,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9BQY9,informative,1.058,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q8NFB2,informative,0.998,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q9UJX0,informative,1.039,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P04062,informative,1.013,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,P11831,informative,0.987,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P49590,informative,1.126,0.009,NA,NA,0.009,0.018,SomaScan
M/P,E2RYF6,informative,0.951,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q15256,certified,1.290,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P04629,informative,0.968,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9H160,informative,1.018,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q8N594,informative,1.004,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9GZZ9,informative,1.054,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9C026,informative,1.000,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,A8K2U0,certified,0.615,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q96D70,informative,0.996,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q13232,informative,0.958,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9Y4C5,informative,1.032,0.009,NA,NA,0.009,0.018,SomaScan
X/P,O14796,informative,0.992,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q9UHD2,informative,0.993,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9NRW4,informative,1.017,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,P98177,informative,1.046,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,P02792,certified,1.272,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q8N594,informative,1.004,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P10720,informative,1.015,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P78362,informative,1.012,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q02930,informative,0.987,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q9NQ30,informative,1.009,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9NRB3,informative,0.993,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q15382,informative,0.990,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q96DF8,certified,1.090,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P55265,informative,0.958,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9NSI8,certified,0.835,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9BQG1,informative,1.055,0.009,NA,NA,0.009,0.018,SomaScan
M/P,A8MTB9,informative,0.994,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P51688,informative,1.125,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P11161,informative,1.084,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9Y5U8,informative,1.039,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q99593,informative,0.999,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q15836,informative,0.998,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,P15259,informative,1.029,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P48426,informative,0.945,0.009,NA,NA,0.009,0.018,SomaScan
F/P,O43286,informative,1.015,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q5T4F7,informative,0.993,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P01036,informative,0.990,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q2TAL8,informative,1.017,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q15434,informative,0.995,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q9BYZ8,informative,0.969,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P52757,informative,0.997,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,P04083,informative,1.027,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,P61081,informative,1.069,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q6P4E1,informative,0.995,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P11586,informative,0.812,0.009,NA,NA,0.009,0.018,SomaScan
F/P,O60462,informative,1.008,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q8IZD2,informative,0.981,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9NR23,informative,1.003,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q12906,informative,1.061,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q8TBF5,informative,1.097,0.009,NA,NA,0.009,0.018,SomaScan
X/P,O00592,informative,1.030,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,P05230,informative,0.985,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q01860,informative,1.007,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q6DKJ4,informative,0.986,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,O14782,informative,1.013,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,P01308,informative,0.992,0.009,NA,NA,0.009,0.018,SomaScan
X/P,O43150,informative,1.014,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q09472,informative,0.994,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q9HC84,certified,0.887,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q10471,informative,1.133,0.009,NA,NA,0.009,0.018,Olink
X/P,Q8N4V1,informative,0.997,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P11912,informative,0.917,0.009,NA,NA,0.009,0.018,SomaScan
M/P,O95232,certified,1.044,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9NYS0,informative,1.031,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q14449,informative,0.940,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,P52757,informative,1.002,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q9Y530,informative,1.020,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q9P1V8,informative,1.042,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P09769,informative,1.082,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q14432,informative,0.997,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9C0C4,informative,0.892,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9P0V8,informative,1.065,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q96C01,informative,1.055,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P04062,informative,0.978,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q6DKI7,informative,1.026,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9Y2V2,informative,1.000,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9H4D0,informative,1.004,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9Y244,informative,1.045,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9HDC9,informative,1.027,0.009,NA,NA,0.009,0.018,SomaScan
X/P,O60243,informative,1.009,0.009,NA,NA,0.009,0.018,SomaScan
X/P,A8TX70,informative,1.003,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9ULV5,informative,1.022,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9BZE3,informative,1.010,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q0P6D2,informative,1.002,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q13895,informative,0.994,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P31937,informative,0.943,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9ULW6,certified,1.040,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q86SG7,informative,0.905,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,A8MVW0,informative,1.014,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,P02511,informative,1.039,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q9H254,informative,1.015,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P02549,informative,0.947,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P57055,informative,0.977,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q8N183,certified,0.870,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P30048,informative,0.997,0.009,NA,NA,0.009,0.018,SomaScan
X/P,O43508,informative,1.007,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P10912,informative,0.958,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q08999,informative,1.043,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q01151,informative,1.003,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,P51668,informative,1.012,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9Y4U1,informative,0.981,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q8IXI1,informative,0.975,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q9UBG3,informative,0.972,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9UGC7,informative,1.032,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9BRP4,informative,1.000,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q6P161,informative,1.043,0.009,NA,NA,0.009,0.018,SomaScan
M/P,C9JJ37,certified,1.437,0.009,NA,NA,0.009,0.018,SomaScan
X/P,O95816,informative,0.964,0.009,NA,NA,0.009,0.018,SomaScan
F/P,B7ZBB8,informative,1.091,0.009,NA,NA,0.009,0.018,SomaScan
X/P,O14917,informative,0.953,0.009,NA,NA,0.009,0.018,SomaScan
M/P,O60234,certified,1.217,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9BWF2,informative,1.001,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,O43182,informative,1.014,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q7L0Q8,informative,0.909,0.009,NA,NA,0.009,0.018,SomaScan
F/P,A8MUH7,informative,0.954,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P52848,informative,0.976,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,P21583,informative,1.016,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q63HQ2,informative,1.078,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q29980,certified,1.116,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P07359,informative,0.968,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,P00973,informative,0.991,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q9Y5I4,informative,0.993,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9H6X2,informative,0.956,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P30740,informative,0.992,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q147U7,certified,0.912,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9NSE2,certified,1.049,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q92484,informative,0.953,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q5TGZ0,informative,0.982,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q99829,informative,0.872,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9Y4P1,informative,1.098,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P28799,informative,1.008,0.009,NA,NA,0.009,0.018,SomaScan
Y/P,Q5T0U0,informative,1.036,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q96P66,informative,1.004,0.009,NA,NA,0.009,0.018,SomaScan
M/P,O60499,certified,0.769,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q96PE7,certified,0.713,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P09210,informative,0.806,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9NP79,informative,1.131,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q8IW52,informative,0.923,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9NQ48,informative,0.988,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q16644,informative,1.074,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q16670,informative,0.989,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q16655,informative,1.040,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P56159,informative,0.980,0.009,NA,NA,0.009,0.018,SomaScan
F/P,O00339,informative,1.030,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P26439,informative,1.070,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P48668,informative,0.989,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q96MY1,informative,0.925,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9Y2Q9,informative,1.005,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q11128,informative,1.001,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P34059,informative,1.009,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9BZP6,informative,1.039,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P17481,informative,1.007,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P05166,informative,1.015,0.009,NA,NA,0.009,0.018,SomaScan
X/P,P15311,informative,0.981,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q8IY17,informative,1.004,0.009,NA,NA,0.009,0.018,SomaScan
F/P,P51808,informative,0.991,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q8WVV5,informative,1.010,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P61024,informative,1.016,0.009,NA,NA,0.009,0.018,SomaScan
M/P,P15259,informative,1.130,0.009,NA,NA,0.009,0.018,SomaScan
M/P,Q9Y4E8,informative,1.086,0.009,NA,NA,0.009,0.018,SomaScan
X/P,O00754,informative,0.961,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9BXB4,informative,1.065,0.009,NA,NA,0.009,0.018,SomaScan
M/P,O95716,informative,0.980,0.009,NA,NA,0.009,0.018,SomaScan
F/P,Q9BWT7,informative,1.054,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q9UFN0,informative,1.008,0.009,NA,NA,0.009,0.018,SomaScan
X/P,Q86YL5,informative,1.001,0.009,NA,NA,0.009,0.018,SomaScan
